Symbol,cp,Initial cash,Final cash,Total return,Trades,Win rate,Sharpe ratio,Max drawdown,BTC_cp,ETH_cp,SOL_cp
1000CHEEMS,1.5,10000.0,20605.241284398166,106.05241284398166,5,60.0,2.5497009682044625,-41.455330824509545,1.5,1.5,1.5
1000CHEEMS,2.0,10000.0,19743.847388644346,97.43847388644346,2,100.0,2.444565085632181,-42.60910370717973,2.0,2.0,2.0
1000CHEEMS,2.5,10000.0,19743.847388644346,97.43847388644346,2,100.0,2.444565085632181,-42.60910370717973,2.5,2.5,2.5
1000CHEEMS,3.0,10000.0,19743.847388644346,97.43847388644346,2,100.0,2.444565085632181,-42.60910370717973,3.0,3.0,3.0
1000CHEEMS,3.5,10000.0,19743.847388644346,97.43847388644346,2,100.0,2.444565085632181,-42.60910370717973,3.5,3.5,3.5
1000CHEEMS,4.0,10000.0,19743.847388644346,97.43847388644346,2,100.0,2.444565085632181,-42.60910370717973,4.0,4.0,4.0
1000CHEEMS,4.5,10000.0,19743.847388644346,97.43847388644346,2,100.0,2.444565085632181,-42.60910370717973,4.5,4.5,4.5
1000CHEEMS,5.0,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,5.0,5.0,5.0
1000CHEEMS,5.5,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,5.5,5.5,5.5
1000CHEEMS,6.0,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,6.0,6.0,6.0
1000CHEEMS,6.5,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,6.5,6.5,6.5
1000CHEEMS,7.0,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,7.0,7.0,7.0
1000CHEEMS,7.5,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,7.5,7.5,7.5
1000CHEEMS,8.0,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,8.0,8.0,8.0
1000CHEEMS,8.5,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,8.5,8.5,8.5
1000CHEEMS,9.0,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,9.0,9.0,9.0
1000CHEEMS,9.5,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,9.5,9.5,9.5
1000CHEEMS,10.0,10000.0,18926.615553121577,89.26615553121577,1,100.0,2.340287676096399,-42.60910370717973,10.0,10.0,10.0
1000SATS,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
1000SATS,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
1000SATS,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
1000SATS,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
1000SATS,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
1000SATS,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
1000SATS,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
1000SATS,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
1000SATS,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
1000SATS,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
1000SATS,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
1000SATS,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
1000SATS,-4.0,10000.0,9873.317498020584,-1.2668250197941597,1,0.0,-1.652732522074555,-1.2668250197941597,-4.0,-4.0,-4.0
1000SATS,-3.5,10000.0,9913.277601451682,-0.8672239854831787,3,66.66666666666666,-0.8397382036181591,-1.506274918695235,-3.5,-3.5,-3.5
1000SATS,-3.0,10000.0,10819.405363574517,8.194053635745167,6,66.66666666666666,1.1830538392881866,-9.110787172011667,-3.0,-3.0,-3.0
1000SATS,-2.5,10000.0,11725.646767873195,17.25646767873195,9,55.55555555555556,1.0702271090246347,-23.5459004905396,-2.5,-2.5,-2.5
1000SATS,-2.0,10000.0,13388.285073746869,33.88285073746869,15,46.666666666666664,1.5213268740073285,-28.368109741113784,-2.0,-2.0,-2.0
1000SATS,-1.5,10000.0,7842.853145614924,-21.57146854385076,26,42.30769230769231,-0.14778381546866198,-61.58754667860528,-1.5,-1.5,-1.5
1000SATS,-1.0,10000.0,11909.488906607075,19.094889066070756,44,54.54545454545454,1.0068434073313497,-56.22472867565047,-1.0,-1.0,-1.0
1000SATS,-0.5,10000.0,10083.44022937562,0.834402293756193,50,56.00000000000001,0.6624958985141086,-72.71727389672571,-0.5,-0.5,-0.5
1000SATS,0.0,10000.0,9574.949695924155,-4.250503040758449,37,59.45945945945946,0.5699429333554588,-74.74410611216241,0.0,0.0,0.0
1000SATS,0.5,10000.0,5246.821449052734,-47.531785509472655,21,57.14285714285714,-0.6455859285034109,-78.80693470856845,0.5,0.5,0.5
1000SATS,1.0,10000.0,4502.042169612951,-54.97957830387049,13,53.84615384615385,-0.947543255933513,-78.80693470856845,1.0,1.0,1.0
1000SATS,1.5,10000.0,4125.185718916414,-58.74814281083586,7,57.14285714285714,-1.1197093574936952,-79.58647016214118,1.5,1.5,1.5
1000SATS,2.0,10000.0,3636.264647889339,-63.63735352110662,3,33.33333333333333,-1.3643446381896802,-82.00590180760678,2.0,2.0,2.0
1000SATS,2.5,10000.0,3636.264647889339,-63.63735352110662,3,33.33333333333333,-1.3643446381896802,-82.00590180760678,2.5,2.5,2.5
1000SATS,3.0,10000.0,3477.1015488234757,-65.22898451176525,2,50.0,-1.45110799204207,-82.79352226720647,3.0,3.0,3.0
1000SATS,3.5,10000.0,3477.1015488234757,-65.22898451176525,2,50.0,-1.45110799204207,-82.79352226720647,3.5,3.5,3.5
1000SATS,4.0,10000.0,3477.1015488234757,-65.22898451176525,2,50.0,-1.45110799204207,-82.79352226720647,4.0,4.0,4.0
1000SATS,4.5,10000.0,3477.1015488234757,-65.22898451176525,2,50.0,-1.45110799204207,-82.79352226720647,4.5,4.5,4.5
1000SATS,5.0,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,5.0,5.0,5.0
1000SATS,5.5,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,5.5,5.5,5.5
1000SATS,6.0,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,6.0,6.0,6.0
1000SATS,6.5,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,6.5,6.5,6.5
1000SATS,7.0,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,7.0,7.0,7.0
1000SATS,7.5,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,7.5,7.5,7.5
1000SATS,8.0,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,8.0,8.0,8.0
1000SATS,8.5,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,8.5,8.5,8.5
1000SATS,9.0,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,9.0,9.0,9.0
1000SATS,9.5,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,9.5,9.5,9.5
1000SATS,10.0,10000.0,3411.6331096196864,-65.88366890380314,1,0.0,-1.4888804442454902,-82.79352226720647,10.0,10.0,10.0
1MBABYDOGE,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
1MBABYDOGE,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
1MBABYDOGE,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
1MBABYDOGE,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
1MBABYDOGE,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
1MBABYDOGE,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
1MBABYDOGE,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
1MBABYDOGE,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
1MBABYDOGE,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
1MBABYDOGE,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
1MBABYDOGE,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
1MBABYDOGE,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
1MBABYDOGE,-4.0,10000.0,9627.399589147835,-3.7260041085216473,1,0.0,-1.6527325220745546,-3.7260041085216473,-4.0,-4.0,-4.0
1MBABYDOGE,-3.5,10000.0,9983.27884438809,-0.16721155611909125,3,66.66666666666666,-0.011772912167969107,-3.7260041085216473,-3.5,-3.5,-3.5
1MBABYDOGE,-3.0,10000.0,15151.724913367594,51.517249133675946,6,83.33333333333334,4.0417248803628265,-5.725474309634719,-3.0,-3.0,-3.0
1MBABYDOGE,-2.5,10000.0,15157.938022790488,51.57938022790488,9,77.77777777777779,2.3959722944600266,-23.678514942146002,-2.5,-2.5,-2.5
1MBABYDOGE,-2.0,10000.0,17518.584926301264,75.18584926301264,15,66.66666666666666,2.8300057079201957,-23.678514942146002,-2.0,-2.0,-2.0
1MBABYDOGE,-1.5,10000.0,22171.484599871874,121.71484599871873,26,61.53846153846154,3.194135188885638,-23.67851494214601,-1.5,-1.5,-1.5
1MBABYDOGE,-1.0,10000.0,31237.308937079604,212.37308937079607,44,70.45454545454545,3.570965609945029,-30.3062533949913,-1.0,-1.0,-1.0
1MBABYDOGE,-0.5,10000.0,26565.375384418698,165.65375384418698,50,66.0,2.9435870461674702,-32.67392163866382,-0.5,-0.5,-0.5
1MBABYDOGE,0.0,10000.0,20316.637559471335,103.16637559471336,37,64.86486486486487,2.186656076320853,-50.84500926194529,0.0,0.0,0.0
1MBABYDOGE,0.5,10000.0,11199.214538549715,11.992145385497151,21,42.857142857142854,0.8754284270078944,-56.11718459159663,0.5,0.5,0.5
1MBABYDOGE,1.0,10000.0,9278.418858535768,-7.215811414642322,13,53.84615384615385,0.47919079508395634,-60.41120034015375,1.0,1.0,1.0
1MBABYDOGE,1.5,10000.0,7511.387103874124,-24.886128961258763,7,42.857142857142854,0.03800249843179702,-66.97020280339581,1.5,1.5,1.5
1MBABYDOGE,2.0,10000.0,6365.466976979151,-36.345330230208496,3,33.33333333333333,-0.30027527145249394,-71.42163551049843,2.0,2.0,2.0
1MBABYDOGE,2.5,10000.0,6365.466976979151,-36.345330230208496,3,33.33333333333333,-0.30027527145249394,-71.42163551049843,2.5,2.5,2.5
1MBABYDOGE,3.0,10000.0,6136.786183676779,-38.63213816323221,2,50.0,-0.375307569414062,-72.44831950499227,3.0,3.0,3.0
1MBABYDOGE,3.5,10000.0,6136.786183676779,-38.63213816323221,2,50.0,-0.375307569414062,-72.44831950499227,3.5,3.5,3.5
1MBABYDOGE,4.0,10000.0,6136.786183676779,-38.63213816323221,2,50.0,-0.375307569414062,-72.44831950499227,4.0,4.0,4.0
1MBABYDOGE,4.5,10000.0,6136.786183676779,-38.63213816323221,2,50.0,-0.375307569414062,-72.44831950499227,4.5,4.5,4.5
1MBABYDOGE,5.0,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,5.0,5.0,5.0
1MBABYDOGE,5.5,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,5.5,5.5,5.5
1MBABYDOGE,6.0,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,6.0,6.0,6.0
1MBABYDOGE,6.5,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,6.5,6.5,6.5
1MBABYDOGE,7.0,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,7.0,7.0,7.0
1MBABYDOGE,7.5,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,7.5,7.5,7.5
1MBABYDOGE,8.0,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,8.0,8.0,8.0
1MBABYDOGE,8.5,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,8.5,8.5,8.5
1MBABYDOGE,9.0,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,9.0,9.0,9.0
1MBABYDOGE,9.5,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,9.5,9.5,9.5
1MBABYDOGE,10.0,10000.0,5928.844854762442,-40.71155145237558,1,0.0,-0.44596049584619657,-72.44831950499227,10.0,10.0,10.0
AAVE,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
AAVE,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
AAVE,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
AAVE,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
AAVE,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
AAVE,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
AAVE,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
AAVE,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
AAVE,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
AAVE,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
AAVE,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
AAVE,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
AAVE,-4.0,10000.0,9519.9758478414,-4.800241521585995,1,0.0,-1.652732522074555,-4.800241521585995,-4.0,-4.0,-4.0
AAVE,-3.5,10000.0,9461.43485795385,-5.385651420461509,3,33.33333333333333,-1.2922105898583705,-5.78303538109054,-3.5,-3.5,-3.5
AAVE,-3.0,10000.0,17026.141114237933,70.26141114237933,6,66.66666666666666,3.8828939176886847,-13.367818534471837,-3.0,-3.0,-3.0
AAVE,-2.5,10000.0,16685.740986933153,66.85740986933153,9,66.66666666666666,2.8326719156681013,-24.28242476170076,-2.5,-2.5,-2.5
AAVE,-2.0,10000.0,18978.099284974705,89.78099284974705,15,53.333333333333336,3.2267680529809364,-24.28242476170076,-2.0,-2.0,-2.0
AAVE,-1.5,10000.0,23766.843818995767,137.66843818995767,26,46.15384615384615,3.414757851087165,-24.282424761700756,-1.5,-1.5,-1.5
AAVE,-1.0,10000.0,33085.69945369678,230.85699453696785,44,61.36363636363637,3.960269165294077,-31.512855464812127,-1.0,-1.0,-1.0
AAVE,-0.5,10000.0,32780.84840851836,227.80848408518358,50,57.99999999999999,3.6767421564192317,-31.785776946188577,-0.5,-0.5,-0.5
AAVE,0.0,10000.0,25005.429196393194,150.05429196393195,37,59.45945945945946,2.8330457779168396,-42.93405942775941,0.0,0.0,0.0
AAVE,0.5,10000.0,12928.210770160897,29.282107701608968,21,52.38095238095239,1.1847482829137344,-57.57709010987811,0.5,0.5,0.5
AAVE,1.0,10000.0,11108.282822931464,11.082828229314638,13,53.84615384615385,0.8230958060635393,-59.163706252667644,1.0,1.0,1.0
AAVE,1.5,10000.0,8855.977028189447,-11.44022971810553,7,42.857142857142854,0.29189710270037417,-65.58215452424679,1.5,1.5,1.5
AAVE,2.0,10000.0,7704.1696852719515,-22.958303147280485,3,66.66666666666666,-0.030523883293943618,-69.21120274178001,2.0,2.0,2.0
AAVE,2.5,10000.0,7704.1696852719515,-22.958303147280485,3,66.66666666666666,-0.030523883293943618,-69.21120274178001,2.5,2.5,2.5
AAVE,3.0,10000.0,7452.607708714617,-25.47392291285383,2,50.0,-0.1070430764211016,-69.21120274178001,3.0,3.0,3.0
AAVE,3.5,10000.0,7452.607708714617,-25.47392291285383,2,50.0,-0.1070430764211016,-69.21120274178001,3.5,3.5,3.5
AAVE,4.0,10000.0,7452.607708714617,-25.47392291285383,2,50.0,-0.1070430764211016,-69.21120274178001,4.0,4.0,4.0
AAVE,4.5,10000.0,7452.607708714617,-25.47392291285383,2,50.0,-0.1070430764211016,-69.21120274178001,4.5,4.5,4.5
AAVE,5.0,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,5.0,5.0,5.0
AAVE,5.5,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,5.5,5.5,5.5
AAVE,6.0,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,6.0,6.0,6.0
AAVE,6.5,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,6.5,6.5,6.5
AAVE,7.0,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,7.0,7.0,7.0
AAVE,7.5,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,7.5,7.5,7.5
AAVE,8.0,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,8.0,8.0,8.0
AAVE,8.5,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,8.5,8.5,8.5
AAVE,9.0,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,9.0,9.0,9.0
AAVE,9.5,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,9.5,9.5,9.5
AAVE,10.0,10000.0,7308.311337153157,-26.91688662846843,1,0.0,-0.15237821236498003,-69.21120274178001,10.0,10.0,10.0
ACH,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
ACH,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
ACH,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
ACH,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
